,body_text,label,body_text_clean,body_text_tokenized,body_text_nostop,body_text_stemmed,body_text_pos
277,"Baby, when we're good you know we're great, but there's too much bad for us to think that there's anything worth trying to save.",NOT_SARCASM,baby when were good you know were great but theres too much bad for us to think that theres anything worth trying to save,"['baby', 'when', 'were', 'good', 'you', 'know', 'were', 'great', 'but', 'theres', 'too', 'much', 'bad', 'for', 'us', 'to', 'think', 'that', 'theres', 'anything', 'worth', 'trying', 'to', 'save']","['baby', 'good', 'know', 'great', 'theres', 'much', 'bad', 'us', 'think', 'theres', 'anything', 'worth', 'trying', 'save']","['babi', 'good', 'know', 'great', 'there', 'much', 'bad', 'us', 'think', 'there', 'anyth', 'worth', 'tri', 'save']","['babi_RB', 'good_JJ', 'know_VBP', 'great_JJ', 'there_RB', 'much_RB', 'bad_JJ', 'us_PRP', 'think_VBP', 'there_EX', 'anyth_RB', 'worth_JJ', 'tri_NNS', 'save_VBP']"
278,"It's great when the one thing you don't want to think about, is the only thing you can think about. #sarcasm",SARCASM,its great when the one thing you dont want to think about is the only thing you can think about,"['its', 'great', 'when', 'the', 'one', 'thing', 'you', 'dont', 'want', 'to', 'think', 'about', 'is', 'the', 'only', 'thing', 'you', 'can', 'think', 'about']","['great', 'one', 'thing', 'dont', 'want', 'think', 'thing', 'think']","['great', 'one', 'thing', 'dont', 'want', 'think', 'thing', 'think']","['great_JJ', 'one_CD', 'thing_NN', 'dont_NN', 'want_VBP', 'think_VBP', 'thing_NN', 'think_NN']"
279,@tigbrother last day of the summer months people - enjoy!! #sarcasm,NOT_SARCASM,tigbrother last day of the summer months people enjoy,"['tigbrother', 'last', 'day', 'of', 'the', 'summer', 'months', 'people', 'enjoy']","['tigbrother', 'last', 'day', 'summer', 'months', 'people', 'enjoy']","['tigbroth', 'last', 'day', 'summer', 'month', 'peopl', 'enjoy']","['tigbroth_DT', 'last_JJ', 'day_NN', 'summer_NN', 'month_NN', 'peopl_NN', 'enjoy_NN']"
280,"Things seem to be getting better today, but the final outcome ... More for Virgo http://t.co/LR7RvOqf",NOT_SARCASM,things seem to be getting better today but the final outcome more for virgo,"['things', 'seem', 'to', 'be', 'getting', 'better', 'today', 'but', 'the', 'final', 'outcome', 'more', 'for', 'virgo']","['things', 'seem', 'getting', 'better', 'today', 'final', 'outcome', 'virgo']","['thing', 'seem', 'get', 'better', 'today', 'final', 'outcom', 'virgo']","['thing_NN', 'seem_VBP', 'get_VB', 'better_JJR', 'today_NN', 'final_JJ', 'outcom_NN', 'virgo_NN']"
281,Going to show @blakehorler and @CarlosDiGiorgi a thing or 2 about golf tonight #PGA #sarcasm #threeputt,NOT_SARCASM,going to show blakehorler and carlosdigiorgi a thing or about golf tonight,"['going', 'to', 'show', 'blakehorler', 'and', 'carlosdigiorgi', 'a', 'thing', 'or', 'about', 'golf', 'tonight']","['going', 'show', 'blakehorler', 'carlosdigiorgi', 'thing', 'golf', 'tonight']","['go', 'show', 'blakehorl', 'carlosdigiorgi', 'thing', 'golf', 'tonight']","['go_VB', 'show_NN', 'blakehorl_RB', 'carlosdigiorgi_JJ', 'thing_NN', 'golf_NN', 'tonight_NN']"
282,gonna buy some Nike Air Max's to follow all the hipters #Sarcasm,NOT_SARCASM,gonna buy some nike air maxs to follow all the hipters,"['gon', 'na', 'buy', 'some', 'nike', 'air', 'maxs', 'to', 'follow', 'all', 'the', 'hipters']","['gon', 'na', 'buy', 'nike', 'air', 'maxs', 'follow', 'hipters']","['gon', 'na', 'buy', 'nike', 'air', 'max', 'follow', 'hipter']","['gon_NN', 'na_TO', 'buy_VB', 'nike_IN', 'air_NN', 'max_NNS', 'follow_VBP', 'hipter_NN']"
283,Wow my fridge is so full!:( #sarcasm http://t.co/bWMlc0tM,NOT_SARCASM,wow my fridge is so full,"['wow', 'my', 'fridge', 'is', 'so', 'full']","['wow', 'fridge', 'full']","['wow', 'fridg', 'full']","['wow_NN', 'fridg_NN', 'full_JJ']"
284,At the doctor...can't wait to turn my head and cough! #sarcasm #violated #itsjustcoldinhereiswear,SARCASM,at the doctor cant wait to turn my head and cough,"['at', 'the', 'doctor', 'cant', 'wait', 'to', 'turn', 'my', 'head', 'and', 'cough']","['doctor', 'cant', 'wait', 'turn', 'head', 'cough']","['doctor', 'cant', 'wait', 'turn', 'head', 'cough']","['doctor_NN', 'cant_JJ', 'wait_NN', 'turn_VBP', 'head_JJ', 'cough_NN']"
285,going to lincolnshire... might see my beloved father #sarcasm #hesacunt,NOT_SARCASM,going to lincolnshire might see my beloved father,"['going', 'to', 'lincolnshire', 'might', 'see', 'my', 'beloved', 'father']","['going', 'lincolnshire', 'might', 'see', 'beloved', 'father']","['go', 'lincolnshir', 'might', 'see', 'belov', 'father']","['go_VB', 'lincolnshir_JJ', 'might_MD', 'see_VB', 'belov_IN', 'father_NN']"
286,"Raven, Hill and Stone back in for Rovers qualifying final clash with Albury. Full teams on our website now. http://t.co/QFo7qyLe",NOT_SARCASM,raven hill and stone back in for rovers qualifying final clash with albury full teams on our website now,"['raven', 'hill', 'and', 'stone', 'back', 'in', 'for', 'rovers', 'qualifying', 'final', 'clash', 'with', 'albury', 'full', 'teams', 'on', 'our', 'website', 'now']","['raven', 'hill', 'stone', 'back', 'rovers', 'qualifying', 'final', 'clash', 'albury', 'full', 'teams', 'website']","['raven', 'hill', 'stone', 'back', 'rover', 'qualifi', 'final', 'clash', 'alburi', 'full', 'team', 'websit']","['raven_RB', 'hill_VB', 'stone_NN', 'back_RB', 'rover_RB', 'qualifi_JJ', 'final_JJ', 'clash_NN', 'alburi_NN', 'full_JJ', 'team_NN', 'websit_NN']"
287,"يـارب قـربني من قـلوب أحــبتـني بــصدق ..
وأبـعد عـني قلوب ظــنـنـتها أحبتني ..

.. 
من الصمـــيم ..
..
The... http://t.co/dCJpGsIk",NOT_SARCASM,the,['the'],[],[],[]
288,Wtf my sister used all the makeup remover cloths and she doesn't even use makeup.,NOT_SARCASM,wtf my sister used all the makeup remover cloths and she doesnt even use makeup,"['wtf', 'my', 'sister', 'used', 'all', 'the', 'makeup', 'remover', 'cloths', 'and', 'she', 'doesnt', 'even', 'use', 'makeup']","['wtf', 'sister', 'used', 'makeup', 'remover', 'cloths', 'doesnt', 'even', 'use', 'makeup']","['wtf', 'sister', 'use', 'makeup', 'remov', 'cloth', 'doesnt', 'even', 'use', 'makeup']","['wtf_NN', 'sister_NN', 'use_NN', 'makeup_NN', 'remov_NN', 'cloth_VBP', 'doesnt_RB', 'even_RB', 'use_VBP', 'makeup_NN']"
289,@egerv24 You guys must be the reason construction gets done soooo fast ! #sarcasm #lazy,SARCASM,egerv you guys must be the reason construction gets done soooo fast,"['egerv', 'you', 'guys', 'must', 'be', 'the', 'reason', 'construction', 'gets', 'done', 'soooo', 'fast']","['egerv', 'guys', 'must', 'reason', 'construction', 'gets', 'done', 'soooo', 'fast']","['egerv', 'guy', 'must', 'reason', 'construct', 'get', 'done', 'soooo', 'fast']","['egerv_JJ', 'guy_NN', 'must_MD', 'reason_NN', 'construct_NN', 'get_VB', 'done_VBN', 'soooo_NN', 'fast_NN']"
290,"Wtf with Venus' ""I feel American"" comment?? Oh, right, cuz you've NEVER gotten any support before... #sarcasm",NOT_SARCASM,wtf with venus i feel american comment oh right cuz youve never gotten any support before,"['wtf', 'with', 'venus', 'i', 'feel', 'american', 'comment', 'oh', 'right', 'cuz', 'youve', 'never', 'gotten', 'any', 'support', 'before']","['wtf', 'venus', 'feel', 'american', 'comment', 'oh', 'right', 'cuz', 'youve', 'never', 'gotten', 'support']","['wtf', 'venu', 'feel', 'american', 'comment', 'oh', 'right', 'cuz', 'youv', 'never', 'gotten', 'support']","['wtf_NN', 'venu_NN', 'feel_VBP', 'american_JJ', 'comment_NN', 'oh_RB', 'right_JJ', 'cuz_NN', 'youv_RB', 'never_RB', 'gotten_VBN', 'support_NN']"
291,From Google &gt;&gt;&gt; Making it easier to cast your ballot http://t.co/C8esSUFZ,NOT_SARCASM,from google gt gt gt making it easier to cast your ballot,"['from', 'google', 'gt', 'gt', 'gt', 'making', 'it', 'easier', 'to', 'cast', 'your', 'ballot']","['google', 'gt', 'gt', 'gt', 'making', 'easier', 'cast', 'ballot']","['googl', 'gt', 'gt', 'gt', 'make', 'easier', 'cast', 'ballot']","['googl_NN', 'gt_NN', 'gt_NN', 'gt_NNS', 'make_VBP', 'easier_JJR', 'cast_NN', 'ballot_NN']"
292,That's real great #sarcasm,NOT_SARCASM,thats real great,"['thats', 'real', 'great']","['thats', 'real', 'great']","['that', 'real', 'great']","['that_DT', 'real_JJ', 'great_JJ']"
293,I'm really excited for night class #sarcasm,NOT_SARCASM,im really excited for night class,"['im', 'really', 'excited', 'for', 'night', 'class']","['im', 'really', 'excited', 'night', 'class']","['im', 'realli', 'excit', 'night', 'class']","['im_NN', 'realli_NN', 'excit_JJ', 'night_NN', 'class_NN']"
294,I'm still standing yesterday today and forever. That's why we praise Him. #sundaylineupmakessense,NOT_SARCASM,im still standing yesterday today and forever thats why we praise him,"['im', 'still', 'standing', 'yesterday', 'today', 'and', 'forever', 'thats', 'why', 'we', 'praise', 'him']","['im', 'still', 'standing', 'yesterday', 'today', 'forever', 'thats', 'praise']","['im', 'still', 'stand', 'yesterday', 'today', 'forev', 'that', 'prais']","['im_NN', 'still_RB', 'stand_VB', 'yesterday_NN', 'today_NN', 'forev_VBP', 'that_IN', 'prais_NN']"
295,So glad I'm retaking physics. It's even more fun the second time around! Asian Accents are so easy to understand! #sarcasm,SARCASM,so glad im retaking physics its even more fun the second time around asian accents are so easy to understand,"['so', 'glad', 'im', 'retaking', 'physics', 'its', 'even', 'more', 'fun', 'the', 'second', 'time', 'around', 'asian', 'accents', 'are', 'so', 'easy', 'to', 'understand']","['glad', 'im', 'retaking', 'physics', 'even', 'fun', 'second', 'time', 'around', 'asian', 'accents', 'easy', 'understand']","['glad', 'im', 'retak', 'physic', 'even', 'fun', 'second', 'time', 'around', 'asian', 'accent', 'easi', 'understand']","['glad_JJ', 'im_NN', 'retak_NN', 'physic_JJ', 'even_RB', 'fun_VBP', 'second_JJ', 'time_NN', 'around_IN', 'asian_JJ', 'accent_NN', 'easi_NN', 'understand_NN']"
296,Working on my day off! I love my job! #Sarcasm,SARCASM,working on my day off i love my job,"['working', 'on', 'my', 'day', 'off', 'i', 'love', 'my', 'job']","['working', 'day', 'love', 'job']","['work', 'day', 'love', 'job']","['work_NN', 'day_NN', 'love_VB', 'job_NN']"
297,The headline he didn't see coming http://t.co/2wC6syjA via @storify #go2newsdu #unemployed #doledaytuesday,NOT_SARCASM,the headline he didnt see coming via storify,"['the', 'headline', 'he', 'didnt', 'see', 'coming', 'via', 'storify']","['headline', 'didnt', 'see', 'coming', 'via', 'storify']","['headlin', 'didnt', 'see', 'come', 'via', 'storifi']","['headlin_NN', 'didnt_NN', 'see_VBP', 'come_JJ', 'via_IN', 'storifi_NN']"
298,@kandy_kane22 @tmnt4lyf yes they were. fake kandiss danced all night and fake christian called me his twin.,NOT_SARCASM,kandy kane tmnt lyf yes they were fake kandiss danced all night and fake christian called me his twin,"['kandy', 'kane', 'tmnt', 'lyf', 'yes', 'they', 'were', 'fake', 'kandiss', 'danced', 'all', 'night', 'and', 'fake', 'christian', 'called', 'me', 'his', 'twin']","['kandy', 'kane', 'tmnt', 'lyf', 'yes', 'fake', 'kandiss', 'danced', 'night', 'fake', 'christian', 'called', 'twin']","['kandi', 'kane', 'tmnt', 'lyf', 'ye', 'fake', 'kandiss', 'danc', 'night', 'fake', 'christian', 'call', 'twin']","['kandi_NNS', 'kane_VBP', 'tmnt_JJ', 'lyf_NN', 'ye_NNS', 'fake_VBP', 'kandiss_JJ', 'danc_NN', 'night_NN', 'fake_VB', 'christian_JJ', 'call_NN', 'twin_NN']"
299,Went to the beach today! The water was SO warm! #englishsummer #sarcasm #imstubborn.,NOT_SARCASM,went to the beach today the water was so warm,"['went', 'to', 'the', 'beach', 'today', 'the', 'water', 'was', 'so', 'warm']","['went', 'beach', 'today', 'water', 'warm']","['went', 'beach', 'today', 'water', 'warm']","['went_VBD', 'beach_NN', 'today_NN', 'water_NN', 'warm_NN']"
300,Hoes these days #gottaloveem #sarcasm #butreally,NOT_SARCASM,hoes these days,"['hoes', 'these', 'days']","['hoes', 'days']","['hoe', 'day']","['hoe_NN', 'day_NN']"
301,"@brandonwilson77 well shit what do you expect?!?! (; 
#colts!",NOT_SARCASM,brandonwilson well shit what do you expect,"['brandonwilson', 'well', 'shit', 'what', 'do', 'you', 'expect']","['brandonwilson', 'well', 'shit', 'expect']","['brandonwilson', 'well', 'shit', 'expect']","['brandonwilson_NN', 'well_RB', 'shit_JJ', 'expect_VBP']"
302,Looking forward to a football filled timeline today girls #sarcasm #doigiveashit,NOT_SARCASM,looking forward to a football filled timeline today girls,"['looking', 'forward', 'to', 'a', 'football', 'filled', 'timeline', 'today', 'girls']","['looking', 'forward', 'football', 'filled', 'timeline', 'today', 'girls']","['look', 'forward', 'footbal', 'fill', 'timelin', 'today', 'girl']","['look_VB', 'forward_RB', 'footbal_JJ', 'fill_NN', 'timelin_NN', 'today_NN', 'girl_NN']"
303,"*standing in front of the door, hair wet and in a towel*
""did you just shower?! 0.o"" ""no, I just took a shit -____-"" LMAO 😂 #sarcasm",NOT_SARCASM,standing in front of the door hair wet and in a towel did you just shower o no i just took a shit lmao,"['standing', 'in', 'front', 'of', 'the', 'door', 'hair', 'wet', 'and', 'in', 'a', 'towel', 'did', 'you', 'just', 'shower', 'o', 'no', 'i', 'just', 'took', 'a', 'shit', 'lmao']","['standing', 'front', 'door', 'hair', 'wet', 'towel', 'shower', 'took', 'shit', 'lmao']","['stand', 'front', 'door', 'hair', 'wet', 'towel', 'shower', 'took', 'shit', 'lmao']","['stand_NN', 'front_JJ', 'door_NN', 'hair_NN', 'wet_JJ', 'towel_NN', 'shower_NN', 'took_VBD', 'shit_NN', 'lmao_NN']"
304,@rachelpopky pppshttt.... nahh😏😊 #sarcasm #obsessed is and understatement,NOT_SARCASM,rachelpopky pppshttt nahh is and understatement,"['rachelpopky', 'pppshttt', 'nahh', 'is', 'and', 'understatement']","['rachelpopky', 'pppshttt', 'nahh', 'understatement']","['rachelpopki', 'pppshttt', 'nahh', 'understat']","['rachelpopki_NN', 'pppshttt_NN', 'nahh_NN', 'understat_NN']"
305,Who's excited to go to band practice tonight?!? I know I am!!! #sarcasm,NOT_SARCASM,whos excited to go to band practice tonight i know i am,"['whos', 'excited', 'to', 'go', 'to', 'band', 'practice', 'tonight', 'i', 'know', 'i', 'am']","['whos', 'excited', 'go', 'band', 'practice', 'tonight', 'know']","['who', 'excit', 'go', 'band', 'practic', 'tonight', 'know']","['who_WP', 'excit_VBD', 'go_VBP', 'band_RB', 'practic_JJ', 'tonight_NN', 'know_VBP']"
306,"@mrdavidhaye 
David whens your next fight please reply !",NOT_SARCASM,mrdavidhaye david whens your next fight please reply,"['mrdavidhaye', 'david', 'whens', 'your', 'next', 'fight', 'please', 'reply']","['mrdavidhaye', 'david', 'whens', 'next', 'fight', 'please', 'reply']","['mrdavidhay', 'david', 'when', 'next', 'fight', 'pleas', 'repli']","['mrdavidhay_NN', 'david_NN', 'when_WRB', 'next_JJ', 'fight_NN', 'pleas_NNS', 'repli_VBP']"
307,"@DJBentley Soon there won't be any of that breed left, as good as they are in traditional roles. Every year you have to do and know more.",NOT_SARCASM,djbentley soon there wont be any of that breed left as good as they are in traditional roles every year you have to do and know more,"['djbentley', 'soon', 'there', 'wont', 'be', 'any', 'of', 'that', 'breed', 'left', 'as', 'good', 'as', 'they', 'are', 'in', 'traditional', 'roles', 'every', 'year', 'you', 'have', 'to', 'do', 'and', 'know', 'more']","['djbentley', 'soon', 'wont', 'breed', 'left', 'good', 'traditional', 'roles', 'every', 'year', 'know']","['djbentley', 'soon', 'wont', 'breed', 'left', 'good', 'tradit', 'role', 'everi', 'year', 'know']","['djbentley_NN', 'soon_RB', 'wont_VBD', 'breed_NN', 'left_VBD', 'good_JJ', 'tradit_NN', 'role_NN', 'everi_JJ', 'year_NN', 'know_VBP']"
308,@itzurboibibz @Cchamp24 @d_lazy @Don_The_Juan_8 @Avalencia10 @Whitey22cw oh yeah,NOT_SARCASM,itzurboibibz cchamp d lazy don the juan avalencia whitey cw oh yeah,"['itzurboibibz', 'cchamp', 'd', 'lazy', 'don', 'the', 'juan', 'avalencia', 'whitey', 'cw', 'oh', 'yeah']","['itzurboibibz', 'cchamp', 'lazy', 'juan', 'avalencia', 'whitey', 'cw', 'oh', 'yeah']","['itzurboibibz', 'cchamp', 'lazi', 'juan', 'avalencia', 'whitey', 'cw', 'oh', 'yeah']","['itzurboibibz_NN', 'cchamp_NN', 'lazi_JJ', 'juan_NN', 'avalencia_NN', 'whitey_NN', 'cw_NN', 'oh_UH', 'yeah_NN']"
309,The most disadvantageous peace is better than the most just war.,NOT_SARCASM,the most disadvantageous peace is better than the most just war,"['the', 'most', 'disadvantageous', 'peace', 'is', 'better', 'than', 'the', 'most', 'just', 'war']","['disadvantageous', 'peace', 'better', 'war']","['disadvantag', 'peac', 'better', 'war']","['disadvantag_NN', 'peac_NN', 'better_RBR', 'war_NN']"
310,@fcgazza err no! That's what the #sarcasm was for!,NOT_SARCASM,fcgazza err no thats what the was for,"['fcgazza', 'err', 'no', 'thats', 'what', 'the', 'was', 'for']","['fcgazza', 'err', 'thats']","['fcgazza', 'err', 'that']","['fcgazza_NN', 'err_NN', 'that_IN']"
311,I'd like to give a shout out to all the people who text me for a minute then stop responding. You make dreams a reality #sarcasm #whybother,SARCASM,id like to give a shout out to all the people who text me for a minute then stop responding you make dreams a reality,"['id', 'like', 'to', 'give', 'a', 'shout', 'out', 'to', 'all', 'the', 'people', 'who', 'text', 'me', 'for', 'a', 'minute', 'then', 'stop', 'responding', 'you', 'make', 'dreams', 'a', 'reality']","['id', 'like', 'give', 'shout', 'people', 'text', 'minute', 'stop', 'responding', 'make', 'dreams', 'reality']","['id', 'like', 'give', 'shout', 'peopl', 'text', 'minut', 'stop', 'respond', 'make', 'dream', 'realiti']","['id_NNS', 'like_IN', 'give_VBP', 'shout_NN', 'peopl_NN', 'text_NN', 'minut_NN', 'stop_JJ', 'respond_NN', 'make_VBP', 'dream_NN', 'realiti_NN']"
312,Absolutely love seeing those tweets when I wake up. #sarcasm,NOT_SARCASM,absolutely love seeing those tweets when i wake up,"['absolutely', 'love', 'seeing', 'those', 'tweets', 'when', 'i', 'wake', 'up']","['absolutely', 'love', 'seeing', 'tweets', 'wake']","['absolut', 'love', 'see', 'tweet', 'wake']","['absolut_JJ', 'love_NN', 'see_VBP', 'tweet_JJ', 'wake_NN']"
313,So excited for my family hike at 9 freaking o'clock in the morning! 🏃 I love not sleeping in on my day off.  #sarcasm,SARCASM,so excited for my family hike at freaking oclock in the morning i love not sleeping in on my day off,"['so', 'excited', 'for', 'my', 'family', 'hike', 'at', 'freaking', 'oclock', 'in', 'the', 'morning', 'i', 'love', 'not', 'sleeping', 'in', 'on', 'my', 'day', 'off']","['excited', 'family', 'hike', 'freaking', 'oclock', 'morning', 'love', 'sleeping', 'day']","['excit', 'famili', 'hike', 'freak', 'oclock', 'morn', 'love', 'sleep', 'day']","['excit_JJ', 'famili_NN', 'hike_NN', 'freak_NN', 'oclock_NN', 'morn_VBN', 'love_JJ', 'sleep_NN', 'day_NN']"
314,"#FF  @Beirutiyat because I laughed my ass off reading those ""7zezir"" ^^ #Lebanon #Sarcasm",NOT_SARCASM,beirutiyat because i laughed my ass off reading those zezir,"['beirutiyat', 'because', 'i', 'laughed', 'my', 'ass', 'off', 'reading', 'those', 'zezir']","['beirutiyat', 'laughed', 'ass', 'reading', 'zezir']","['beirutiyat', 'laugh', 'ass', 'read', 'zezir']","['beirutiyat_NN', 'laugh_IN', 'ass_NN', 'read_NN', 'zezir_NN']"
315,Watching Beyond Scared Straight lol funny ass hell,NOT_SARCASM,watching beyond scared straight lol funny ass hell,"['watching', 'beyond', 'scared', 'straight', 'lol', 'funny', 'ass', 'hell']","['watching', 'beyond', 'scared', 'straight', 'lol', 'funny', 'ass', 'hell']","['watch', 'beyond', 'scare', 'straight', 'lol', 'funni', 'ass', 'hell']","['watch_NN', 'beyond_IN', 'scare_JJ', 'straight_JJ', 'lol_NN', 'funni_NN', 'ass_NN', 'hell_NN']"
316,"@Caz_Davis thank god for that, I was going to mention your personal hygiene but I'll leave in now.",NOT_SARCASM,caz davis thank god for that i was going to mention your personal hygiene but ill leave in now,"['caz', 'davis', 'thank', 'god', 'for', 'that', 'i', 'was', 'going', 'to', 'mention', 'your', 'personal', 'hygiene', 'but', 'ill', 'leave', 'in', 'now']","['caz', 'davis', 'thank', 'god', 'going', 'mention', 'personal', 'hygiene', 'ill', 'leave']","['caz', 'davi', 'thank', 'god', 'go', 'mention', 'person', 'hygien', 'ill', 'leav']","['caz_NN', 'davi_NN', 'thank_NN', 'god_NN', 'go_VBP', 'mention_NN', 'person_NN', 'hygien_NN', 'ill_NN', 'leav_NN']"
317,Hot pool fun in #Hanmer after a big day of training #timetorelax  http://t.co/xq93B8aE,NOT_SARCASM,hot pool fun in after a big day of training,"['hot', 'pool', 'fun', 'in', 'after', 'a', 'big', 'day', 'of', 'training']","['hot', 'pool', 'fun', 'big', 'day', 'training']","['hot', 'pool', 'fun', 'big', 'day', 'train']","['hot_JJ', 'pool_NN', 'fun_NN', 'big_JJ', 'day_NN', 'train_NN']"
318,To be :-)  getting up early to make breakfast,NOT_SARCASM,to be getting up early to make breakfast,"['to', 'be', 'getting', 'up', 'early', 'to', 'make', 'breakfast']","['getting', 'early', 'make', 'breakfast']","['get', 'earli', 'make', 'breakfast']","['get_VB', 'earli_JJ', 'make_VB', 'breakfast_NN']"
319,"What a HUUUUUGGEE punt! Oh man, that was amazing!.... #Sarcasm",NOT_SARCASM,what a huuuuuggee punt oh man that was amazing,"['what', 'a', 'huuuuuggee', 'punt', 'oh', 'man', 'that', 'was', 'amazing']","['huuuuuggee', 'punt', 'oh', 'man', 'amazing']","['huuuuugge', 'punt', 'oh', 'man', 'amaz']","['huuuuugge_NN', 'punt_NN', 'oh_JJ', 'man_NN', 'amaz_NN']"
320,Wooooo let's go wrestling conditioning! #sarcasm #goingtodie #goodbyeeveryone,SARCASM,wooooo lets go wrestling conditioning,"['wooooo', 'lets', 'go', 'wrestling', 'conditioning']","['wooooo', 'lets', 'go', 'wrestling', 'conditioning']","['wooooo', 'let', 'go', 'wrestl', 'condit']","['wooooo_NN', 'let_NN', 'go_VB', 'wrestl_JJ', 'condit_NN']"
321,@MTD_official with those sexy white knickers #sexy #sarcasm,NOT_SARCASM,mtd official with those sexy white knickers,"['mtd', 'official', 'with', 'those', 'sexy', 'white', 'knickers']","['mtd', 'official', 'sexy', 'white', 'knickers']","['mtd', 'offici', 'sexi', 'white', 'knicker']","['mtd_NN', 'offici_MD', 'sexi_VB', 'white_JJ', 'knicker_NN']"
322,Nothing like the smell of browning ground beef at 645 in the morning. #sarcasm #multitasking,SARCASM,nothing like the smell of browning ground beef at in the morning,"['nothing', 'like', 'the', 'smell', 'of', 'browning', 'ground', 'beef', 'at', 'in', 'the', 'morning']","['nothing', 'like', 'smell', 'browning', 'ground', 'beef', 'morning']","['noth', 'like', 'smell', 'brown', 'ground', 'beef', 'morn']","['noth_DT', 'like_JJ', 'smell_NN', 'brown_VBN', 'ground_NN', 'beef_NN', 'morn_NN']"
323,I don't have any room for negativity in my life. All that negative energy takes up space that I could be using for good stuff!,NOT_SARCASM,i dont have any room for negativity in my life all that negative energy takes up space that i could be using for good stuff,"['i', 'dont', 'have', 'any', 'room', 'for', 'negativity', 'in', 'my', 'life', 'all', 'that', 'negative', 'energy', 'takes', 'up', 'space', 'that', 'i', 'could', 'be', 'using', 'for', 'good', 'stuff']","['dont', 'room', 'negativity', 'life', 'negative', 'energy', 'takes', 'space', 'could', 'using', 'good', 'stuff']","['dont', 'room', 'neg', 'life', 'neg', 'energi', 'take', 'space', 'could', 'use', 'good', 'stuff']","['dont_NN', 'room_NN', 'neg_JJ', 'life_NN', 'neg_JJ', 'energi_NNS', 'take_VBP', 'space_NN', 'could_MD', 'use_VB', 'good_JJ', 'stuff_NN']"
324,Watch @wolfblitzer now for #CNN Election Roundtable on http://t.co/LWpINTZI http://t.co/Syrt0yvA,NOT_SARCASM,watch wolfblitzer now for election roundtable on,"['watch', 'wolfblitzer', 'now', 'for', 'election', 'roundtable', 'on']","['watch', 'wolfblitzer', 'election', 'roundtable']","['watch', 'wolfblitz', 'elect', 'roundtabl']","['watch_NN', 'wolfblitz_NN', 'elect_VBP', 'roundtabl_NN']"
325,"Miley Cyrus quotes the Buddha. Wow, isn't she a dedicated Christian, just like she always says! #sarcasm",SARCASM,miley cyrus quotes the buddha wow isnt she a dedicated christian just like she always says,"['miley', 'cyrus', 'quotes', 'the', 'buddha', 'wow', 'isnt', 'she', 'a', 'dedicated', 'christian', 'just', 'like', 'she', 'always', 'says']","['miley', 'cyrus', 'quotes', 'buddha', 'wow', 'isnt', 'dedicated', 'christian', 'like', 'always', 'says']","['miley', 'cyru', 'quot', 'buddha', 'wow', 'isnt', 'dedic', 'christian', 'like', 'alway', 'say']","['miley_NN', 'cyru_NN', 'quot_NN', 'buddha_NN', 'wow_NN', 'isnt_NN', 'dedic_JJ', 'christian_JJ', 'like_IN', 'alway_NNS', 'say_VBP']"
326,can't wait to make this 10 min walk to class to sit and listen to my bob barker lookin ass Prof talk for an hour fifteen. #sarcasm,SARCASM,cant wait to make this min walk to class to sit and listen to my bob barker lookin ass prof talk for an hour fifteen,"['cant', 'wait', 'to', 'make', 'this', 'min', 'walk', 'to', 'class', 'to', 'sit', 'and', 'listen', 'to', 'my', 'bob', 'barker', 'lookin', 'ass', 'prof', 'talk', 'for', 'an', 'hour', 'fifteen']","['cant', 'wait', 'make', 'min', 'walk', 'class', 'sit', 'listen', 'bob', 'barker', 'lookin', 'ass', 'prof', 'talk', 'hour', 'fifteen']","['cant', 'wait', 'make', 'min', 'walk', 'class', 'sit', 'listen', 'bob', 'barker', 'lookin', 'ass', 'prof', 'talk', 'hour', 'fifteen']","['cant_JJ', 'wait_NN', 'make_VBP', 'min_NN', 'walk_NN', 'class_NN', 'sit_NN', 'listen_VBD', 'bob_JJ', 'barker_NN', 'lookin_FW', 'ass_NN', 'prof_NN', 'talk_VB', 'hour_NN', 'fifteen_NN']"
327,I love Friday morning practices #Sarcasm?,SARCASM,i love friday morning practices,"['i', 'love', 'friday', 'morning', 'practices']","['love', 'friday', 'morning', 'practices']","['love', 'friday', 'morn', 'practic']","['love_NN', 'friday_NN', 'morn_VBN', 'practic_JJ']"
328,"You Never Know Homie, About These Hoes Homie, You Need To Pump Your Breaks And Drive Slow Homie.",NOT_SARCASM,you never know homie about these hoes homie you need to pump your breaks and drive slow homie,"['you', 'never', 'know', 'homie', 'about', 'these', 'hoes', 'homie', 'you', 'need', 'to', 'pump', 'your', 'breaks', 'and', 'drive', 'slow', 'homie']","['never', 'know', 'homie', 'hoes', 'homie', 'need', 'pump', 'breaks', 'drive', 'slow', 'homie']","['never', 'know', 'homi', 'hoe', 'homi', 'need', 'pump', 'break', 'drive', 'slow', 'homi']","['never_RB', 'know_VBP', 'homi_JJ', 'hoe_NN', 'homi_NNS', 'need_VBP', 'pump_JJ', 'break_VB', 'drive_JJ', 'slow_JJ', 'homi_NN']"
